claim_id,image_path,claim_type_text,image_damage_type,is_mismatch,description
CLM-004476,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004476.png,accidental_damage,accidental_damage,False,"Device fell from pocket while running, multiple scratches and broken glass"
CLM-007016,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_007016.png,mechanical_failure,mechanical_failure,False,Device malfunctioned and needs comprehensive repair
CLM-004999,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004999.png,mechanical_failure,mechanical_failure,False,"Camera module not functioning, shows black screen"
CLM-001873,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001873.png,mechanical_failure,screen_damage,True,"Hinge mechanism broken, screen wobbly and disconnecting"
CLM-006765,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006765.png,water_damage,water_damage,False,"Water leaked into bag during storm, device screen has water marks"
CLM-005267,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005267.png,water_damage,water_damage,False,"Device dropped in sink, charging port corroded"
CLM-003616,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003616.png,screen_damage,screen_damage,False,"Dead pixels spreading across display, started as small cluster"
CLM-003640,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003640.png,water_damage,battery_issue,True,"Device dropped in sink, charging port corroded"
CLM-003683,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003683.png,accidental_damage,accidental_damage,False,"Device dropped on concrete floor, screen completely shattered"
CLM-005011,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005011.png,accidental_damage,accidental_damage,False,"Accidentally knocked device off table, dent on corner and screen crack"
CLM-004691,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004691.png,mechanical_failure,mechanical_failure,False,"Device stopped turning on suddenly, no response to charging"
CLM-004018,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004018.png,mechanical_failure,mechanical_failure,False,"Camera module not functioning, shows black screen"
CLM-001043,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001043.png,water_damage,water_damage,False,"Coffee spill on device, keyboard and trackpad not working"
CLM-002524,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002524.png,mechanical_failure,screen_damage,True,"Hinge mechanism broken, screen wobbly and disconnecting"
CLM-001088,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001088.png,mechanical_failure,mechanical_failure,False,"Device stopped turning on suddenly, no response to charging"
CLM-006396,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006396.png,water_damage,water_damage,False,"Coffee spill on device, keyboard and trackpad not working"
CLM-006351,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006351.png,theft,theft,False,"Device pickpocketed in crowded area, report #PR-57572"
CLM-001741,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001741.png,battery_issue,battery_issue,False,"Battery not holding charge, shuts down at 40% randomly"
CLM-002209,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002209.png,theft,theft,False,"Device pickpocketed in crowded area, report #PR-85675"
CLM-002534,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002534.png,screen_damage,screen_damage,False,Screen separated from body at the top edge
CLM-000933,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000933.png,theft,screen_damage,True,"Bag with device snatched at train station, police report filed"
CLM-003575,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003575.png,battery_issue,battery_issue,False,"Device randomly shuts down, battery health shows 52%"
CLM-005012,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005012.png,screen_damage,screen_damage,False,LCD bleeding visible on left side of screen
CLM-001336,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001336.png,water_damage,water_damage,False,"Device fell into swimming pool, not turning on"
CLM-003930,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003930.png,accidental_damage,accidental_damage,False,"Device fell from pocket while running, multiple scratches and broken glass"
CLM-002629,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002629.png,screen_damage,screen_damage,False,Screen separated from body at the top edge
CLM-002615,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002615.png,theft,theft,False,"Home burglary, device among stolen items, police report #PR-22356"
CLM-006109,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006109.png,screen_damage,battery_issue,True,Screen cracked from edge to edge after minor drop
CLM-003845,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003845.png,water_damage,water_damage,False,"Device dropped in sink, charging port corroded"
CLM-000234,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000234.png,software_issue,software_issue,False,"Device stuck in boot loop, factory reset not working"
CLM-004344,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004344.png,mechanical_failure,software_issue,True,"Speakers producing distorted sound, audio hardware failure"
CLM-000051,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000051.png,mechanical_failure,mechanical_failure,False,"Hinge mechanism broken, screen wobbly and disconnecting"
CLM-006847,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006847.png,software_issue,software_issue,False,"Apps crashing continuously, device unusable for work"
CLM-005303,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005303.png,screen_damage,screen_damage,False,"Dead pixels spreading across display, started as small cluster"
CLM-001316,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001316.png,water_damage,water_damage,False,"Coffee spill on device, keyboard and trackpad not working"
CLM-004329,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004329.png,theft,theft,False,"Device stolen from car, filed police report #PR-25410"
CLM-003432,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003432.png,battery_issue,battery_issue,False,"Device randomly shuts down, battery health shows 52%"
CLM-006631,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006631.png,software_issue,software_issue,False,"Device freezing every 10 minutes, requires hard restart"
CLM-001091,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001091.png,water_damage,battery_issue,True,"Coffee spill on device, keyboard and trackpad not working"
CLM-001373,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001373.png,theft,theft,False,"Device stolen from gym locker, filed report with facility"
CLM-002446,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002446.png,water_damage,water_damage,False,"Device exposed to rain, screen flickering and touch issues"
CLM-004899,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004899.png,theft,theft,False,"Home burglary, device among stolen items, police report #PR-61971"
CLM-001836,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001836.png,battery_issue,battery_issue,False,"Battery not holding charge, shuts down at 40% randomly"
CLM-003574,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003574.png,screen_damage,screen_damage,False,LCD bleeding visible on left side of screen
CLM-004042,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004042.png,accidental_damage,accidental_damage,False,"Device dropped on concrete floor, screen completely shattered"
CLM-005957,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005957.png,theft,theft,False,"Device stolen from gym locker, filed report with facility"
CLM-006169,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006169.png,theft,accidental_damage,True,"Device stolen from gym locker, filed report with facility"
CLM-006684,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006684.png,screen_damage,screen_damage,False,Screen separated from body at the top edge
CLM-004980,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004980.png,water_damage,water_damage,False,"Device exposed to rain, screen flickering and touch issues"
CLM-003762,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003762.png,software_issue,software_issue,False,"Firmware update bricked the device, won't boot past logo"
CLM-005962,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005962.png,mechanical_failure,mechanical_failure,False,"Device stopped turning on suddenly, no response to charging"
CLM-001176,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001176.png,software_issue,software_issue,False,"Device freezing every 10 minutes, requires hard restart"
CLM-000020,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000020.png,accidental_damage,accidental_damage,False,"Accidentally knocked device off table, dent on corner and screen crack"
CLM-003025,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003025.png,software_issue,software_issue,False,"Apps crashing continuously, device unusable for work"
CLM-003130,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003130.png,theft,theft,False,"Bag with device snatched at train station, police report filed"
CLM-005910,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005910.png,accidental_damage,accidental_damage,False,"Child dropped the device on tile floor, touchscreen unresponsive"
CLM-005045,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005045.png,accidental_damage,accidental_damage,False,"Device dropped on concrete floor, screen completely shattered"
CLM-005521,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005521.png,screen_damage,screen_damage,False,Screen separated from body at the top edge
CLM-000409,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000409.png,screen_damage,screen_damage,False,"Dead pixels spreading across display, started as small cluster"
CLM-003444,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003444.png,software_issue,software_issue,False,"Device freezing every 10 minutes, requires hard restart"
CLM-006535,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006535.png,accidental_damage,accidental_damage,False,"Device slipped from hand in parking lot, back panel cracked"
CLM-004952,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004952.png,battery_issue,battery_issue,False,"Battery not holding charge, shuts down at 40% randomly"
CLM-000066,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000066.png,theft,mechanical_failure,True,"Device stolen from car, filed police report #PR-76167"
CLM-001154,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001154.png,battery_issue,battery_issue,False,"Battery drains from 100% to 0% in 2 hours, device is 6 months old"
CLM-002689,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002689.png,software_issue,software_issue,False,"Apps crashing continuously, device unusable for work"
CLM-003945,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003945.png,battery_issue,battery_issue,False,"Charging takes over 8 hours for full charge, battery degraded"
CLM-000436,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000436.png,battery_issue,battery_issue,False,"Device randomly shuts down, battery health shows 52%"
CLM-002986,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002986.png,accidental_damage,theft,True,"Accidentally knocked device off table, dent on corner and screen crack"
CLM-006481,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006481.png,water_damage,water_damage,False,"Device fell into swimming pool, not turning on"
CLM-005097,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005097.png,battery_issue,battery_issue,False,"Device randomly shuts down, battery health shows 52%"
CLM-003319,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003319.png,mechanical_failure,mechanical_failure,False,"Speakers producing distorted sound, audio hardware failure"
CLM-005772,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005772.png,accidental_damage,accidental_damage,False,"Child dropped the device on tile floor, touchscreen unresponsive"
CLM-000240,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000240.png,water_damage,water_damage,False,"Device fell into swimming pool, not turning on"
CLM-004435,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004435.png,software_issue,software_issue,False,"Operating system corrupted after update, data inaccessible"
CLM-001353,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001353.png,screen_damage,screen_damage,False,LCD bleeding visible on left side of screen
CLM-005722,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005722.png,screen_damage,screen_damage,False,LCD bleeding visible on left side of screen
CLM-001413,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001413.png,water_damage,screen_damage,True,"Device exposed to rain, screen flickering and touch issues"
CLM-002334,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002334.png,accidental_damage,accidental_damage,False,"Device fell from pocket while running, multiple scratches and broken glass"
CLM-005274,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005274.png,water_damage,water_damage,False,"Device dropped in sink, charging port corroded"
CLM-005988,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005988.png,theft,theft,False,"Device stolen from gym locker, filed report with facility"
CLM-006917,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006917.png,accidental_damage,water_damage,True,"Device slipped from hand in parking lot, back panel cracked"
CLM-006609,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006609.png,software_issue,software_issue,False,"Operating system corrupted after update, data inaccessible"
CLM-004922,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004922.png,battery_issue,battery_issue,False,"Device overheating during normal use, battery swelling visible"
CLM-005113,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005113.png,battery_issue,accidental_damage,True,"Battery drains from 100% to 0% in 2 hours, device is 6 months old"
CLM-006594,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006594.png,software_issue,software_issue,False,"Operating system corrupted after update, data inaccessible"
CLM-002756,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002756.png,software_issue,software_issue,False,"Operating system corrupted after update, data inaccessible"
CLM-001502,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001502.png,mechanical_failure,mechanical_failure,False,"Device stopped turning on suddenly, no response to charging"
CLM-000829,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000829.png,battery_issue,software_issue,True,"Battery not holding charge, shuts down at 40% randomly"
CLM-005936,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005936.png,accidental_damage,accidental_damage,False,"Accidentally knocked device off table, dent on corner and screen crack"
CLM-006104,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006104.png,theft,theft,False,"Device pickpocketed in crowded area, report #PR-48198"
CLM-007022,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_007022.png,theft,theft,False,"Device showing signs of damage, requesting repair coverage"
CLM-006919,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006919.png,water_damage,water_damage,False,"Device dropped in sink, charging port corroded"
CLM-005799,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005799.png,accidental_damage,accidental_damage,False,"Accidentally knocked device off table, dent on corner and screen crack"
CLM-005857,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005857.png,accidental_damage,accidental_damage,False,"Device dropped on concrete floor, screen completely shattered"
CLM-003933,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003933.png,water_damage,water_damage,False,"Device fell into swimming pool, not turning on"
CLM-003543,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003543.png,screen_damage,screen_damage,False,Touch screen unresponsive in bottom half after impact
CLM-001427,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001427.png,accidental_damage,accidental_damage,False,"Device slipped from hand in parking lot, back panel cracked"
CLM-003488,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003488.png,mechanical_failure,mechanical_failure,False,"Speakers producing distorted sound, audio hardware failure"
CLM-001194,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001194.png,software_issue,software_issue,False,"Apps crashing continuously, device unusable for work"
CLM-000080,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000080.png,theft,theft,False,"Device stolen from gym locker, filed report with facility"
CLM-004527,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004527.png,screen_damage,screen_damage,False,Screen separated from body at the top edge
CLM-004388,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004388.png,battery_issue,battery_issue,False,"Device randomly shuts down, battery health shows 52%"
CLM-003275,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003275.png,mechanical_failure,mechanical_failure,False,"Hinge mechanism broken, screen wobbly and disconnecting"
CLM-002883,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002883.png,battery_issue,software_issue,True,"Battery not holding charge, shuts down at 40% randomly"
CLM-000231,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000231.png,screen_damage,screen_damage,False,Touch screen unresponsive in bottom half after impact
CLM-005010,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005010.png,theft,software_issue,True,"Bag with device snatched at train station, police report filed"
CLM-002514,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002514.png,theft,theft,False,"Device stolen from car, filed police report #PR-85375"
CLM-000186,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000186.png,screen_damage,screen_damage,False,"Dead pixels spreading across display, started as small cluster"
CLM-003719,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003719.png,mechanical_failure,battery_issue,True,"Hinge mechanism broken, screen wobbly and disconnecting"
CLM-006985,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006985.png,mechanical_failure,software_issue,True,"Power button stuck, cannot turn device on or off"
CLM-003972,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003972.png,mechanical_failure,mechanical_failure,False,"Hinge mechanism broken, screen wobbly and disconnecting"
CLM-005242,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005242.png,mechanical_failure,mechanical_failure,False,"Camera module not functioning, shows black screen"
CLM-003222,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003222.png,screen_damage,screen_damage,False,Screen cracked from edge to edge after minor drop
CLM-000264,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000264.png,mechanical_failure,mechanical_failure,False,"Camera module not functioning, shows black screen"
CLM-003519,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003519.png,mechanical_failure,mechanical_failure,False,"Device stopped turning on suddenly, no response to charging"
CLM-000734,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000734.png,mechanical_failure,mechanical_failure,False,"Hinge mechanism broken, screen wobbly and disconnecting"
CLM-006773,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006773.png,screen_damage,screen_damage,False,"Dead pixels spreading across display, started as small cluster"
CLM-006831,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006831.png,accidental_damage,software_issue,True,"Child dropped the device on tile floor, touchscreen unresponsive"
CLM-006183,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006183.png,mechanical_failure,mechanical_failure,False,"Camera module not functioning, shows black screen"
CLM-000469,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000469.png,screen_damage,screen_damage,False,Screen cracked from edge to edge after minor drop
CLM-003232,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003232.png,mechanical_failure,mechanical_failure,False,"Device stopped turning on suddenly, no response to charging"
CLM-004651,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004651.png,mechanical_failure,mechanical_failure,False,"Camera module not functioning, shows black screen"
CLM-004839,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004839.png,water_damage,water_damage,False,"Water leaked into bag during storm, device screen has water marks"
CLM-004378,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004378.png,battery_issue,battery_issue,False,"Device randomly shuts down, battery health shows 52%"
CLM-002307,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002307.png,water_damage,water_damage,False,"Water leaked into bag during storm, device screen has water marks"
CLM-002628,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002628.png,mechanical_failure,mechanical_failure,False,"Power button stuck, cannot turn device on or off"
CLM-001282,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001282.png,screen_damage,screen_damage,False,Screen cracked from edge to edge after minor drop
CLM-002200,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002200.png,mechanical_failure,theft,True,"Camera module not functioning, shows black screen"
CLM-000092,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000092.png,mechanical_failure,software_issue,True,"Speakers producing distorted sound, audio hardware failure"
CLM-003923,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003923.png,screen_damage,screen_damage,False,Touch screen unresponsive in bottom half after impact
CLM-001374,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001374.png,mechanical_failure,mechanical_failure,False,"Power button stuck, cannot turn device on or off"
CLM-003734,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003734.png,water_damage,water_damage,False,"Device fell into swimming pool, not turning on"
CLM-004480,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004480.png,screen_damage,water_damage,True,Screen cracked from edge to edge after minor drop
CLM-001657,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001657.png,battery_issue,battery_issue,False,"Charging takes over 8 hours for full charge, battery degraded"
CLM-004661,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004661.png,screen_damage,screen_damage,False,Screen separated from body at the top edge
CLM-001421,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001421.png,screen_damage,water_damage,True,"Dead pixels spreading across display, started as small cluster"
CLM-006602,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006602.png,accidental_damage,accidental_damage,False,"Device dropped on concrete floor, screen completely shattered"
CLM-006775,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006775.png,theft,theft,False,"Device stolen from gym locker, filed report with facility"
CLM-000382,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000382.png,software_issue,software_issue,False,"Device stuck in boot loop, factory reset not working"
CLM-004387,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004387.png,screen_damage,screen_damage,False,LCD bleeding visible on left side of screen
CLM-005229,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005229.png,accidental_damage,accidental_damage,False,"Device fell from pocket while running, multiple scratches and broken glass"
CLM-001546,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001546.png,screen_damage,screen_damage,False,Screen separated from body at the top edge
CLM-000107,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000107.png,water_damage,water_damage,False,"Device exposed to rain, screen flickering and touch issues"
